case_id,from_resource_id,to_resource_id,from_role,to_role,start_time,end_time,task_type
case196,r022,r022,assignee,assignee,2017-04-28 11:40:00,2017-04-30 23:27:00,task_execution
case196,r022,r0211,assignee,approver,2017-04-30 23:27:00,2017-05-19 02:50:00,transfer_of_task
case196,r0211,r0211,approver,approver,2017-05-19 02:50:00,2017-05-22 15:21:00,task_execution
case197,r0,r0,assigner,assigner,2017-03-19 07:13:00,2017-04-04 02:53:00,task_execution
case197,r0,r021,assigner,assignee,2017-04-04 02:53:00,2017-04-15 08:18:00,transfer_of_task
case197,r021,r021,assignee,assignee,2017-04-15 08:18:00,2017-04-30 15:17:00,task_execution
case197,r021,r0211,assignee,approver,2017-04-30 15:17:00,2017-05-23 12:22:00,transfer_of_task
case197,r0211,r0211,approver,approver,2017-05-23 12:22:00,2017-06-10 19:46:00,task_execution
case198,r0,r0,assigner,assigner,2017-03-18 12:41:00,2017-05-05 13:09:00,task_execution
case198,r0,r021,assigner,assignee,2017-05-05 13:09:00,2017-05-14 20:09:00,transfer_of_task
case198,r021,r021,assignee,assignee,2017-05-14 20:09:00,2017-05-20 01:32:00,task_execution
case198,r021,r0211,assignee,approver,2017-05-20 01:32:00,2017-06-24 04:26:00,transfer_of_task
case198,r0211,r0211,approver,approver,2017-06-24 04:26:00,2017-06-30 23:13:00,task_execution
case199,r0,r0,assigner,assigner,2017-03-11 07:49:00,2017-04-12 00:32:00,task_execution
case199,r0,r012,assigner,assignee,2017-04-12 00:32:00,2017-04-27 14:38:00,transfer_of_task
case199,r012,r012,assignee,assignee,2017-04-27 14:38:00,2017-05-19 23:15:00,task_execution
case199,r012,r011,assignee,approver,2017-05-19 23:15:00,2017-05-21 07:37:00,transfer_of_task
case199,r011,r011,approver,approver,2017-05-21 07:37:00,2017-06-10 06:28:00,task_execution
case2,r0,r0,assigner,assigner,2017-03-04 23:53:00,2017-04-08 23:10:00,task_execution
case2,r0,r011,assigner,assignee,2017-04-08 23:10:00,2017-04-17 09:40:00,transfer_of_task
case2,r011,r011,assignee,assignee,2017-04-17 09:40:00,2017-05-24 17:15:00,task_execution
case2,r011,r0212,assignee,approver,2017-05-24 17:15:00,2017-06-13 16:03:00,transfer_of_task
case2,r0212,r0212,approver,approver,2017-06-13 16:03:00,2017-06-20 02:38:00,task_execution
case20,r01,r01,assigner,assigner,2017-04-20 04:36:00,2017-05-06 12:25:00,task_execution
case20,r01,r011,assigner,assignee,2017-05-06 12:25:00,2017-05-18 14:01:00,transfer_of_task
case20,r011,r011,assignee,assignee,2017-05-18 14:01:00,2017-05-22 11:25:00,task_execution
case20,r011,r012,assignee,approver,2017-05-22 11:25:00,2017-06-04 01:22:00,transfer_of_task
case20,r012,r012,approver,approver,2017-06-04 01:22:00,2017-06-30 00:29:00,task_execution
case200,r0,r0,assigner,assigner,2017-03-17 06:35:00,2017-04-01 03:30:00,task_execution
case200,r0,r01,assigner,assignee,2017-04-01 03:30:00,2017-05-05 04:07:00,transfer_of_task
case200,r01,r01,assignee,assignee,2017-05-05 04:07:00,2017-05-27 15:13:00,task_execution
case200,r01,r02,assignee,approver,2017-05-27 15:13:00,2017-06-03 21:10:00,transfer_of_task
case200,r02,r02,approver,approver,2017-06-03 21:10:00,2017-06-29 23:52:00,task_execution
case201,r011,r011,assigner,assigner,2017-03-20 13:14:00,2017-03-26 04:49:00,task_execution
case201,r011,r022,assigner,assignee,2017-03-26 04:49:00,2017-03-27 21:06:00,transfer_of_task
case201,r022,r022,assignee,assignee,2017-03-27 21:06:00,2017-05-17 18:36:00,task_execution
case201,r022,r0211,assignee,approver,2017-05-17 18:36:00,2017-05-30 19:33:00,transfer_of_task
case201,r0211,r0211,approver,approver,2017-05-30 19:33:00,2017-06-18 20:09:00,task_execution
case202,r02,r02,assigner,assigner,2017-04-11 00:16:00,2017-04-14 18:11:00,task_execution
case202,r02,r011,assigner,assignee,2017-04-14 18:11:00,2017-05-08 21:24:00,transfer_of_task
case202,r011,r011,assignee,assignee,2017-05-08 21:24:00,2017-05-20 11:29:00,task_execution
case202,r011,r0212,assignee,approver,2017-05-20 11:29:00,2017-06-03 22:23:00,transfer_of_task
case202,r0212,r0212,approver,approver,2017-06-03 22:23:00,2017-06-17 13:15:00,task_execution
case203,r0,r0,assigner,assigner,2017-03-04 22:04:00,2017-05-13 03:55:00,task_execution
case203,r0,r02,assigner,assignee,2017-05-13 03:55:00,2017-05-14 17:25:00,transfer_of_task
case203,r02,r02,assignee,assignee,2017-05-14 17:25:00,2017-05-30 22:08:00,task_execution
case203,r02,r022,assignee,approver,2017-05-30 22:08:00,2017-06-08 15:42:00,transfer_of_task
case203,r022,r022,approver,approver,2017-06-08 15:42:00,2017-06-19 07:12:00,task_execution
case204,r0,r0,assigner,assigner,2017-03-14 08:47:00,2017-03-25 11:38:00,task_execution
case204,r0,r011,assigner,assignee,2017-03-25 11:38:00,2017-04-10 11:43:00,transfer_of_task
case204,r011,r011,assignee,assignee,2017-04-10 11:43:00,2017-06-19 19:13:00,task_execution
case204,r011,r021,assignee,approver,2017-06-19 19:13:00,2017-06-19 23:14:00,transfer_of_task
case204,r021,r021,approver,approver,2017-06-19 23:14:00,2017-06-20 04:37:00,task_execution
case205,r021,r021,assigner,assigner,2017-03-02 17:10:00,2017-04-29 22:50:00,task_execution
case205,r021,r012,assigner,assignee,2017-04-29 22:50:00,2017-05-07 08:44:00,transfer_of_task
case205,r012,r012,assignee,assignee,2017-05-07 08:44:00,2017-05-19 09:00:00,task_execution
case205,r012,r011,assignee,approver,2017-05-19 09:00:00,2017-05-23 11:56:00,transfer_of_task
case205,r011,r011,approver,approver,2017-05-23 11:56:00,2017-06-04 10:45:00,task_execution
case206,r011,r011,assigner,assigner,2017-04-12 13:34:00,2017-05-19 11:35:00,task_execution
case206,r011,r022,assigner,assignee,2017-05-19 11:35:00,2017-05-22 00:31:00,transfer_of_task
case206,r022,r022,assignee,assignee,2017-05-22 00:31:00,2017-05-22 10:38:00,task_execution
case206,r022,r021,assignee,approver,2017-05-22 10:38:00,2017-06-15 21:10:00,transfer_of_task
case206,r021,r021,approver,approver,2017-06-15 21:10:00,2017-06-24 04:17:00,task_execution
case207,r01,r01,assigner,assigner,2017-03-18 18:21:00,2017-04-05 21:06:00,task_execution
case207,r01,r02,assigner,assignee,2017-04-05 21:06:00,2017-05-05 18:16:00,transfer_of_task
case207,r02,r02,assignee,assignee,2017-05-05 18:16:00,2017-05-30 02:43:00,task_execution
case207,r02,r011,assignee,approver,2017-05-30 02:43:00,2017-06-28 16:24:00,transfer_of_task
case207,r011,r011,approver,approver,2017-06-28 16:24:00,2017-06-30 11:20:00,task_execution
case208,r0,r0,assigner,assigner,2017-03-24 19:33:00,2017-03-26 03:32:00,task_execution
case208,r0,r01,assigner,assignee,2017-03-26 03:32:00,2017-04-17 19:11:00,transfer_of_task
case208,r01,r01,assignee,assignee,2017-04-17 19:11:00,2017-06-05 02:32:00,task_execution
case208,r01,r0211,assignee,approver,2017-06-05 02:32:00,2017-06-08 13:05:00,transfer_of_task
case208,r0211,r0211,approver,approver,2017-06-08 13:05:00,2017-06-30 02:57:00,task_execution
case209,r02,r02,assigner,assigner,2017-03-07 06:12:00,2017-04-30 07:36:00,task_execution
case209,r02,r011,assigner,assignee,2017-04-30 07:36:00,2017-05-01 07:20:00,transfer_of_task
case209,r011,r011,assignee,assignee,2017-05-01 07:20:00,2017-05-24 20:06:00,task_execution
case209,r011,r0211,assignee,approver,2017-05-24 20:06:00,2017-05-27 06:45:00,transfer_of_task
case209,r0211,r0211,approver,approver,2017-05-27 06:45:00,2017-06-14 10:19:00,task_execution
case21,r02,r02,assigner,assigner,2017-03-02 09:24:00,2017-04-27 18:18:00,task_execution
case21,r02,r011,assigner,assignee,2017-04-27 18:18:00,2017-05-30 07:40:00,transfer_of_task
case21,r011,r011,assignee,assignee,2017-05-30 07:40:00,2017-06-03 05:28:00,task_execution
case21,r011,r021,assignee,approver,2017-06-03 05:28:00,2017-06-13 17:47:00,transfer_of_task
case21,r021,r021,approver,approver,2017-06-13 17:47:00,2017-06-17 11:14:00,task_execution
case210,r021,r021,assigner,assigner,2017-03-14 04:02:00,2017-04-18 11:09:00,task_execution
case210,r021,r011,assigner,assignee,2017-04-18 11:09:00,2017-04-25 15:08:00,transfer_of_task
case210,r011,r011,assignee,assignee,2017-04-25 15:08:00,2017-05-12 17:14:00,task_execution
case210,r011,r0212,assignee,approver,2017-05-12 17:14:00,2017-05-28 12:24:00,transfer_of_task
case210,r0212,r0212,approver,approver,2017-05-28 12:24:00,2017-06-22 12:45:00,task_execution
case211,r02,r02,assigner,assigner,2017-03-24 10:40:00,2017-04-03 16:01:00,task_execution
case211,r02,r011,assigner,assignee,2017-04-03 16:01:00,2017-04-14 14:47:00,transfer_of_task
case211,r011,r011,assignee,assignee,2017-04-14 14:47:00,2017-05-26 13:26:00,task_execution
case211,r011,r0212,assignee,approver,2017-05-26 13:26:00,2017-06-06 07:32:00,transfer_of_task
case211,r0212,r0212,approver,approver,2017-06-06 07:32:00,2017-06-19 04:26:00,task_execution
case212,r0,r0,assigner,assigner,2017-04-02 19:32:00,2017-04-10 19:33:00,task_execution
case212,r0,r01,assigner,assignee,2017-04-10 19:33:00,2017-04-24 17:58:00,transfer_of_task
case212,r01,r01,assignee,assignee,2017-04-24 17:58:00,2017-05-01 14:26:00,task_execution
case212,r01,r021,assignee,approver,2017-05-01 14:26:00,2017-05-02 12:28:00,transfer_of_task
case212,r021,r021,approver,approver,2017-05-02 12:28:00,2017-05-24 18:03:00,task_execution
case213,r0,r0,assigner,assigner,2017-04-07 02:41:00,2017-04-08 11:47:00,task_execution
case213,r0,r011,assigner,assignee,2017-04-08 11:47:00,2017-05-20 13:03:00,transfer_of_task
case213,r011,r011,assignee,assignee,2017-05-20 13:03:00,2017-06-14 11:10:00,task_execution
case213,r011,r0211,assignee,approver,2017-06-14 11:10:00,2017-06-17 15:26:00,transfer_of_task
case213,r0211,r0211,approver,approver,2017-06-17 15:26:00,2017-06-30 08:32:00,task_execution
case214,r022,r022,assigner,assigner,2017-03-01 10:35:00,2017-04-12 08:02:00,task_execution
case214,r022,r011,assigner,assignee,2017-04-12 08:02:00,2017-04-17 16:07:00,transfer_of_task
case214,r011,r011,assignee,assignee,2017-04-17 16:07:00,2017-05-01 15:18:00,task_execution
case214,r011,r0212,assignee,approver,2017-05-01 15:18:00,2017-05-06 03:43:00,transfer_of_task
case214,r0212,r0212,approver,approver,2017-05-06 03:43:00,2017-05-13 08:19:00,task_execution
case215,r01,r01,assigner,assigner,2017-04-02 09:56:00,2017-05-20 11:54:00,task_execution
case215,r01,r022,assigner,assignee,2017-05-20 11:54:00,2017-06-12 14:29:00,transfer_of_task
case215,r022,r022,assignee,assignee,2017-06-12 14:29:00,2017-06-13 12:01:00,task_execution
case215,r022,r011,assignee,approver,2017-06-13 12:01:00,2017-06-18 23:41:00,transfer_of_task
case215,r011,r011,approver,approver,2017-06-18 23:41:00,2017-06-25 08:53:00,task_execution
case216,r01,r01,assigner,assigner,2017-03-09 07:25:00,2017-03-17 10:51:00,task_execution
case216,r01,r021,assigner,assignee,2017-03-17 10:51:00,2017-03-18 16:36:00,transfer_of_task
case216,r021,r021,assignee,assignee,2017-03-18 16:36:00,2017-05-06 01:41:00,task_execution
case216,r021,r011,assignee,approver,2017-05-06 01:41:00,2017-05-19 10:54:00,transfer_of_task
case216,r011,r011,approver,approver,2017-05-19 10:54:00,2017-06-07 06:02:00,task_execution
case217,r022,r022,assigner,assigner,2017-03-03 23:57:00,2017-03-25 09:52:00,task_execution
case217,r022,r0211,assigner,assignee,2017-03-25 09:52:00,2017-04-07 23:54:00,transfer_of_task
case217,r0211,r0211,assignee,assignee,2017-04-07 23:54:00,2017-04-10 20:12:00,task_execution
case217,r0211,r0212,assignee,approver,2017-04-10 20:12:00,2017-06-20 07:49:00,transfer_of_task
case217,r0212,r0212,approver,approver,2017-06-20 07:49:00,2017-06-30 10:10:00,task_execution
case218,r022,r022,assigner,assigner,2017-03-13 06:32:00,2017-03-13 13:13:00,task_execution
case218,r022,r021,assigner,assignee,2017-03-13 13:13:00,2017-05-14 01:43:00,transfer_of_task
case218,r021,r021,assignee,assignee,2017-05-14 01:43:00,2017-05-26 19:05:00,task_execution
case218,r021,r0212,assignee,approver,2017-05-26 19:05:00,2017-05-28 06:48:00,transfer_of_task
case218,r0212,r0212,approver,approver,2017-05-28 06:48:00,2017-06-02 02:11:00,task_execution
case219,r012,r012,assigner,assigner,2017-04-04 19:48:00,2017-04-05 01:47:00,task_execution
case219,r012,r011,assigner,assignee,2017-04-05 01:47:00,2017-04-16 20:58:00,transfer_of_task
case219,r011,r011,assignee,assignee,2017-04-16 20:58:00,2017-04-17 05:21:00,task_execution
case219,r011,r0211,assignee,approver,2017-04-17 05:21:00,2017-06-04 09:44:00,transfer_of_task
case219,r0211,r0211,approver,approver,2017-06-04 09:44:00,2017-06-24 06:31:00,task_execution
case22,r01,r01,assigner,assigner,2017-03-13 21:53:00,2017-04-07 06:30:00,task_execution
case22,r01,r011,assigner,assignee,2017-04-07 06:30:00,2017-04-15 12:39:00,transfer_of_task
case22,r011,r011,assignee,assignee,2017-04-15 12:39:00,2017-04-24 01:30:00,task_execution
case22,r011,r022,assignee,approver,2017-04-24 01:30:00,2017-06-03 07:02:00,transfer_of_task
case22,r022,r022,approver,approver,2017-06-03 07:02:00,2017-06-30 20:16:00,task_execution
case220,r01,r01,assigner,assigner,2017-03-03 14:35:00,2017-03-08 18:46:00,task_execution
case220,r01,r012,assigner,assignee,2017-03-08 18:46:00,2017-04-14 05:35:00,transfer_of_task
case220,r012,r012,assignee,assignee,2017-04-14 05:35:00,2017-04-15 21:18:00,task_execution
case220,r012,r022,assignee,approver,2017-04-15 21:18:00,2017-05-23 09:29:00,transfer_of_task
case220,r022,r022,approver,approver,2017-05-23 09:29:00,2017-05-30 02:17:00,task_execution
case221,r021,r021,assigner,assigner,2017-04-10 19:39:00,2017-04-19 11:33:00,task_execution
case221,r021,r0212,assigner,assignee,2017-04-19 11:33:00,2017-04-30 14:49:00,transfer_of_task
case221,r0212,r0212,assignee,assignee,2017-04-30 14:49:00,2017-05-03 17:17:00,task_execution
case221,r0212,r0211,assignee,approver,2017-05-03 17:17:00,2017-05-07 10:18:00,transfer_of_task
case221,r0211,r0211,approver,approver,2017-05-07 10:18:00,2017-06-14 06:57:00,task_execution
case222,r0,r0,assigner,assigner,2017-03-10 13:29:00,2017-05-14 06:38:00,task_execution
case222,r0,r012,assigner,assignee,2017-05-14 06:38:00,2017-05-21 07:57:00,transfer_of_task
case222,r012,r012,assignee,assignee,2017-05-21 07:57:00,2017-06-03 02:57:00,task_execution
case222,r012,r0212,assignee,approver,2017-06-03 02:57:00,2017-06-12 12:43:00,transfer_of_task
case222,r0212,r0212,approver,approver,2017-06-12 12:43:00,2017-06-27 19:33:00,task_execution
case223,r012,r012,assigner,assigner,2017-04-08 23:49:00,2017-04-19 16:06:00,task_execution
case223,r012,r021,assigner,assignee,2017-04-19 16:06:00,2017-04-23 00:37:00,transfer_of_task
case223,r021,r021,assignee,assignee,2017-04-23 00:37:00,2017-04-25 08:47:00,task_execution
case223,r021,r022,assignee,approver,2017-04-25 08:47:00,2017-05-10 09:36:00,transfer_of_task
case223,r022,r022,approver,approver,2017-05-10 09:36:00,2017-06-09 08:48:00,task_execution
case224,r021,r021,assigner,assigner,2017-03-01 11:58:00,2017-03-05 14:58:00,task_execution
case224,r021,r022,assigner,assignee,2017-03-05 14:58:00,2017-03-08 12:34:00,transfer_of_task
case224,r022,r022,assignee,assignee,2017-03-08 12:34:00,2017-04-01 04:27:00,task_execution
case224,r022,r0212,assignee,approver,2017-04-01 04:27:00,2017-05-06 18:42:00,transfer_of_task
case224,r0212,r0212,approver,approver,2017-05-06 18:42:00,2017-06-05 23:38:00,task_execution
case225,r011,r011,assigner,assigner,2017-04-05 17:57:00,2017-04-15 12:22:00,task_execution
case225,r011,r021,assigner,assignee,2017-04-15 12:22:00,2017-04-17 21:59:00,transfer_of_task
case225,r021,r021,assignee,assignee,2017-04-17 21:59:00,2017-04-18 04:02:00,task_execution
case225,r021,r0212,assignee,approver,2017-04-18 04:02:00,2017-06-09 10:42:00,transfer_of_task
case225,r0212,r0212,approver,approver,2017-06-09 10:42:00,2017-06-18 16:36:00,task_execution
case226,r021,r021,assigner,assigner,2017-03-04 22:55:00,2017-03-16 03:09:00,task_execution
case226,r021,r011,assigner,assignee,2017-03-16 03:09:00,2017-04-16 09:26:00,transfer_of_task
case226,r011,r011,assignee,assignee,2017-04-16 09:26:00,2017-05-14 06:20:00,task_execution
case226,r011,r0212,assignee,approver,2017-05-14 06:20:00,2017-06-16 12:12:00,transfer_of_task
case226,r0212,r0212,approver,approver,2017-06-16 12:12:00,2017-06-22 22:06:00,task_execution
case227,r021,r021,assigner,assigner,2017-03-19 06:09:00,2017-04-23 18:46:00,task_execution
case227,r021,r0212,assigner,assignee,2017-04-23 18:46:00,2017-05-09 23:31:00,transfer_of_task
case227,r0212,r0212,assignee,assignee,2017-05-09 23:31:00,2017-05-25 04:09:00,task_execution
case227,r0212,r0211,assignee,approver,2017-05-25 04:09:00,2017-05-27 22:48:00,transfer_of_task
case227,r0211,r0211,approver,approver,2017-05-27 22:48:00,2017-06-13 22:50:00,task_execution
case228,r0,r0,assigner,assigner,2017-03-03 01:58:00,2017-05-03 03:46:00,task_execution
case228,r0,r0212,assigner,assignee,2017-05-03 03:46:00,2017-05-11 01:57:00,transfer_of_task
case228,r0212,r0212,assignee,assignee,2017-05-11 01:57:00,2017-05-16 10:48:00,task_execution
case228,r0212,r0211,assignee,approver,2017-05-16 10:48:00,2017-06-14 14:23:00,transfer_of_task
case228,r0211,r0211,approver,approver,2017-06-14 14:23:00,2017-06-22 02:48:00,task_execution
case229,r01,r01,assigner,assigner,2017-03-25 18:37:00,2017-04-03 23:47:00,task_execution
case229,r01,r022,assigner,assignee,2017-04-03 23:47:00,2017-04-05 15:56:00,transfer_of_task
case229,r022,r022,assignee,assignee,2017-04-05 15:56:00,2017-04-08 19:58:00,task_execution
case229,r022,r0211,assignee,approver,2017-04-08 19:58:00,2017-04-20 13:07:00,transfer_of_task
case229,r0211,r0211,approver,approver,2017-04-20 13:07:00,2017-05-27 12:43:00,task_execution
case23,r0,r0,assigner,assigner,2017-03-06 00:36:00,2017-04-30 20:27:00,task_execution
case23,r0,r022,assigner,assignee,2017-04-30 20:27:00,2017-05-29 19:11:00,transfer_of_task
case23,r022,r022,assignee,assignee,2017-05-29 19:11:00,2017-06-04 19:34:00,task_execution
case23,r022,r021,assignee,approver,2017-06-04 19:34:00,2017-06-16 18:49:00,transfer_of_task
case23,r021,r021,approver,approver,2017-06-16 18:49:00,2017-06-25 04:39:00,task_execution
case230,r011,r011,assigner,assigner,2017-04-08 10:41:00,2017-04-19 06:55:00,task_execution
case230,r011,r021,assigner,assignee,2017-04-19 06:55:00,2017-04-26 12:57:00,transfer_of_task
case230,r021,r021,assignee,assignee,2017-04-26 12:57:00,2017-05-03 22:40:00,task_execution
case230,r021,r0211,assignee,approver,2017-05-03 22:40:00,2017-05-04 04:08:00,transfer_of_task
case230,r0211,r0211,approver,approver,2017-05-04 04:08:00,2017-06-17 04:18:00,task_execution
case231,r0,r0,assigner,assigner,2017-03-16 15:21:00,2017-03-29 07:00:00,task_execution
case231,r0,r012,assigner,assignee,2017-03-29 07:00:00,2017-04-01 05:08:00,transfer_of_task
case231,r012,r012,assignee,assignee,2017-04-01 05:08:00,2017-05-17 16:01:00,task_execution
case231,r012,r0211,assignee,approver,2017-05-17 16:01:00,2017-05-18 18:45:00,transfer_of_task
case231,r0211,r0211,approver,approver,2017-05-18 18:45:00,2017-05-23 23:19:00,task_execution
case232,r02,r02,assigner,assigner,2017-03-14 09:58:00,2017-04-02 17:00:00,task_execution
case232,r02,r0212,assigner,assignee,2017-04-02 17:00:00,2017-04-20 02:57:00,transfer_of_task
case232,r0212,r0212,assignee,assignee,2017-04-20 02:57:00,2017-04-22 17:23:00,task_execution
case232,r0212,r0211,assignee,approver,2017-04-22 17:23:00,2017-05-02 22:46:00,transfer_of_task
case232,r0211,r0211,approver,approver,2017-05-02 22:46:00,2017-05-12 02:06:00,task_execution
case233,r01,r01,assigner,assigner,2017-03-16 04:38:00,2017-03-18 02:11:00,task_execution
case233,r01,r022,assigner,assignee,2017-03-18 02:11:00,2017-04-30 23:16:00,transfer_of_task
case233,r022,r022,assignee,assignee,2017-04-30 23:16:00,2017-05-07 08:03:00,task_execution
case233,r022,r011,assignee,approver,2017-05-07 08:03:00,2017-05-21 09:38:00,transfer_of_task
case233,r011,r011,approver,approver,2017-05-21 09:38:00,2017-06-16 21:55:00,task_execution
case234,r01,r01,assigner,assigner,2017-04-21 15:13:00,2017-04-27 11:31:00,task_execution
case234,r01,r022,assigner,assignee,2017-04-27 11:31:00,2017-05-02 18:04:00,transfer_of_task
case234,r022,r022,assignee,assignee,2017-05-02 18:04:00,2017-05-13 09:02:00,task_execution
case234,r022,r0212,assignee,approver,2017-05-13 09:02:00,2017-06-14 13:30:00,transfer_of_task
case234,r0212,r0212,approver,approver,2017-06-14 13:30:00,2017-06-17 20:12:00,task_execution
case235,r01,r01,assigner,assigner,2017-03-10 23:31:00,2017-03-18 08:25:00,task_execution
case235,r01,r022,assigner,assignee,2017-03-18 08:25:00,2017-04-02 12:07:00,transfer_of_task
case235,r022,r022,assignee,assignee,2017-04-02 12:07:00,2017-04-22 20:09:00,task_execution
case235,r022,r0212,assignee,approver,2017-04-22 20:09:00,2017-05-05 19:16:00,transfer_of_task
case235,r0212,r0212,approver,approver,2017-05-05 19:16:00,2017-06-18 16:48:00,task_execution
case236,r02,r02,assigner,assigner,2017-03-16 00:32:00,2017-04-19 18:35:00,task_execution
case236,r02,r021,assigner,assignee,2017-04-19 18:35:00,2017-05-08 20:45:00,transfer_of_task
case236,r021,r021,assignee,assignee,2017-05-08 20:45:00,2017-05-10 01:35:00,task_execution
case236,r021,r012,assignee,approver,2017-05-10 01:35:00,2017-05-18 20:03:00,transfer_of_task
case236,r012,r012,approver,approver,2017-05-18 20:03:00,2017-05-24 05:39:00,task_execution
case237,r0,r0,assigner,assigner,2017-03-02 20:32:00,2017-05-03 11:43:00,task_execution
case237,r0,r022,assigner,assignee,2017-05-03 11:43:00,2017-05-09 05:34:00,transfer_of_task
case237,r022,r022,assignee,assignee,2017-05-09 05:34:00,2017-05-14 21:17:00,task_execution
case237,r022,r012,assignee,approver,2017-05-14 21:17:00,2017-06-22 03:00:00,transfer_of_task
case237,r012,r012,approver,approver,2017-06-22 03:00:00,2017-06-29 14:51:00,task_execution
case238,r02,r02,assigner,assigner,2017-05-01 01:28:00,2017-05-21 07:05:00,task_execution
case238,r02,r011,assigner,assignee,2017-05-21 07:05:00,2017-05-28 19:33:00,transfer_of_task
case238,r011,r011,assignee,assignee,2017-05-28 19:33:00,2017-05-29 04:30:00,task_execution
case238,r011,r012,assignee,approver,2017-05-29 04:30:00,2017-06-03 20:04:00,transfer_of_task
case238,r012,r012,approver,approver,2017-06-03 20:04:00,2017-06-17 08:39:00,task_execution
case239,r0,r0,assigner,assigner,2017-03-22 21:40:00,2017-04-16 18:48:00,task_execution
case239,r0,r021,assigner,assignee,2017-04-16 18:48:00,2017-05-17 22:44:00,transfer_of_task
case239,r021,r021,assignee,assignee,2017-05-17 22:44:00,2017-06-02 14:18:00,task_execution
case239,r021,r0212,assignee,approver,2017-06-02 14:18:00,2017-06-18 03:10:00,transfer_of_task
case239,r0212,r0212,approver,approver,2017-06-18 03:10:00,2017-06-18 11:46:00,task_execution
case24,r0,r0,assigner,assigner,2017-03-10 16:20:00,2017-04-15 12:15:00,task_execution
case24,r0,r012,assigner,assignee,2017-04-15 12:15:00,2017-04-15 15:21:00,transfer_of_task
case24,r012,r012,assignee,assignee,2017-04-15 15:21:00,2017-04-28 11:07:00,task_execution
case24,r012,r011,assignee,approver,2017-04-28 11:07:00,2017-05-27 09:23:00,transfer_of_task
case24,r011,r011,approver,approver,2017-05-27 09:23:00,2017-06-16 07:22:00,task_execution
case240,r022,r022,assigner,assigner,2017-03-22 05:49:00,2017-04-04 07:22:00,task_execution
case240,r022,r021,assigner,assignee,2017-04-04 07:22:00,2017-04-13 00:35:00,transfer_of_task
case240,r021,r021,assignee,assignee,2017-04-13 00:35:00,2017-05-12 18:50:00,task_execution
case240,r021,r0212,assignee,approver,2017-05-12 18:50:00,2017-06-06 15:41:00,transfer_of_task
case240,r0212,r0212,approver,approver,2017-06-06 15:41:00,2017-06-13 11:12:00,task_execution
case241,r0,r0,assigner,assigner,2017-03-03 16:09:00,2017-03-10 03:25:00,task_execution
case241,r0,r02,assigner,assignee,2017-03-10 03:25:00,2017-04-20 17:01:00,transfer_of_task
case241,r02,r02,assignee,assignee,2017-04-20 17:01:00,2017-04-22 06:12:00,task_execution
case241,r02,r011,assignee,approver,2017-04-22 06:12:00,2017-05-13 00:10:00,transfer_of_task
case241,r011,r011,approver,approver,2017-05-13 00:10:00,2017-06-04 01:53:00,task_execution
case242,r0,r0,assigner,assigner,2017-04-07 03:16:00,2017-04-20 01:34:00,task_execution
case242,r0,r011,assigner,assignee,2017-04-20 01:34:00,2017-04-30 19:04:00,transfer_of_task
case242,r011,r011,assignee,assignee,2017-04-30 19:04:00,2017-06-22 14:44:00,task_execution
case242,r011,r021,assignee,approver,2017-06-22 14:44:00,2017-06-23 17:36:00,transfer_of_task
case242,r021,r021,approver,approver,2017-06-23 17:36:00,2017-06-24 12:24:00,task_execution
case243,r02,r02,assigner,assigner,2017-03-12 00:23:00,2017-03-24 05:54:00,task_execution
case243,r02,r011,assigner,assignee,2017-03-24 05:54:00,2017-04-13 12:43:00,transfer_of_task
case243,r011,r011,assignee,assignee,2017-04-13 12:43:00,2017-04-16 21:04:00,task_execution
case243,r011,r022,assignee,approver,2017-04-16 21:04:00,2017-06-16 04:00:00,transfer_of_task
case243,r022,r022,approver,approver,2017-06-16 04:00:00,2017-06-16 21:06:00,task_execution
case244,r02,r02,assigner,assigner,2017-03-08 06:31:00,2017-03-08 21:35:00,task_execution
case244,r02,r01,assigner,assignee,2017-03-08 21:35:00,2017-03-24 17:36:00,transfer_of_task
case244,r01,r01,assignee,assignee,2017-03-24 17:36:00,2017-04-12 05:52:00,task_execution
case244,r01,r0211,assignee,approver,2017-04-12 05:52:00,2017-04-22 12:04:00,transfer_of_task
case244,r0211,r0211,approver,approver,2017-04-22 12:04:00,2017-05-04 17:36:00,task_execution
case245,r0,r0,assigner,assigner,2017-03-05 09:10:00,2017-03-24 07:16:00,task_execution
case245,r0,r02,assigner,assignee,2017-03-24 07:16:00,2017-04-24 22:37:00,transfer_of_task
case245,r02,r02,assignee,assignee,2017-04-24 22:37:00,2017-05-08 10:59:00,task_execution
case245,r02,r012,assignee,approver,2017-05-08 10:59:00,2017-05-14 00:37:00,transfer_of_task
case245,r012,r012,approver,approver,2017-05-14 00:37:00,2017-05-20 08:34:00,task_execution
case246,r011,r011,assigner,assigner,2017-03-13 02:00:00,2017-03-16 19:37:00,task_execution
case246,r011,r021,assigner,assignee,2017-03-16 19:37:00,2017-04-08 14:22:00,transfer_of_task
case246,r021,r021,assignee,assignee,2017-04-08 14:22:00,2017-04-28 10:37:00,task_execution
case246,r021,r012,assignee,approver,2017-04-28 10:37:00,2017-05-03 14:18:00,transfer_of_task
case246,r012,r012,approver,approver,2017-05-03 14:18:00,2017-06-13 02:24:00,task_execution
case247,r0,r0,assigner,assigner,2017-04-02 01:38:00,2017-05-08 10:52:00,task_execution
